150
4	3
0.361	0.292	0.542	0.500	0	1	0
0.389	0.417	0.542	0.458	0	1	0
0.389	0.375	0.542	0.500	0	1	0
0.528	0.375	0.559	0.500	0	1	0
0.222	0.208	0.339	0.417	0	1	0
0.389	0.333	0.525	0.583	0	1	0
0.556	0.542	0.847	1.000	0	0	1
0.417	0.292	0.695	0.750	0	0	1
0.778	0.417	0.831	0.833	0	0	1
0.528	0.375	0.780	0.708	0	0	1
0.611	0.417	0.814	0.875	0	0	1
0.917	0.417	0.949	0.833	0	0	1
0.167	0.208	0.593	0.667	0	0	1
0.833	0.375	0.898	0.708	0	0	1
0.667	0.208	0.814	0.708	0	0	1
0.806	0.667	0.864	1.000	0	0	1
0.611	0.500	0.695	0.792	0	0	1
0.583	0.292	0.729	0.750	0	0	1
0.694	0.417	0.763	0.833	0	0	1
0.389	0.208	0.678	0.792	0	0	1
0.417	0.333	0.695	0.958	0	0	1
0.583	0.500	0.729	0.917	0	0	1
0.611	0.417	0.763	0.708	0	0	1
0.944	0.750	0.966	0.875	0	0	1
0.944	0.250	1.000	0.917	0	0	1
0.472	0.083	0.678	0.583	0	0	1
0.722	0.500	0.797	0.917	0	0	1
0.361	0.333	0.661	0.792	0	0	1
0.944	0.333	0.966	0.792	0	0	1
0.556	0.292	0.661	0.708	0	0	1
0.667	0.542	0.797	0.833	0	0	1
0.806	0.500	0.847	0.708	0	0	1
0.528	0.333	0.644	0.708	0	0	1
0.500	0.417	0.661	0.708	0	0	1
0.583	0.333	0.780	0.833	0	0	1
0.806	0.417	0.814	0.625	0	0	1
0.861	0.333	0.864	0.750	0	0	1
1.000	0.750	0.915	0.792	0	0	1
0.583	0.333	0.780	0.875	0	0	1
0.556	0.333	0.695	0.583	0	0	1
0.500	0.250	0.780	0.542	0	0	1
0.944	0.417	0.864	0.917	0	0	1
0.556	0.583	0.780	0.958	0	0	1
0.583	0.458	0.763	0.708	0	0	1
0.472	0.417	0.644	0.708	0	0	1
0.722	0.458	0.746	0.833	0	0	1
0.667	0.458	0.780	0.958	0	0	1
0.722	0.458	0.695	0.917	0	0	1
0.417	0.292	0.695	0.750	0	0	1
0.694	0.500	0.831	0.917	0	0	1
0.667	0.542	0.797	1.000	0	0	1
0.667	0.417	0.712	0.917	0	0	1
0.556	0.208	0.678	0.750	0	0	1
0.611	0.417	0.712	0.792	0	0	1
0.528	0.583	0.746	0.917	0	0	1
0.444	0.417	0.695	0.708	0	0	1
